name,year_of_birth,year_of_death,place_of_birth,gender,other_names,ddd,ddd,last_name,first_name,,
Shchedrin,1932,,Russian Federation,Male,Shchedrin Rodion ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Shchedrin', 1932, 'Russian Federation', 'Male', 'Shchedrin Rodion ')",#VALUE!,Shchedrin,Rodion,,"Shchedrin, Rodion"
Shearer,1943,,United States of America,Male,Shearer,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Shearer', 1943, 'United States of America', 'Male', 'Shearer')",#VALUE!,Shearer,,,"Shearer, "
Shebalin,1902,1963,Russian Federation,Male,Shebalin Vissarion ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Shebalin', 1902, 1963, 'Russian Federation', 'Male', 'Shebalin Vissarion ')",#VALUE!,Shebalin,Vissarion,,"Shebalin, Vissarion"
Sheng,1955,,China,Male,Sheng Bright,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sheng', 1955, 'China', 'Male', 'Sheng Bright')",#VALUE!,Sheng,Bright,,"Sheng, Bright"
Shore,1946,,Canada,Male,Shore,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Shore', 1946, 'Canada', 'Male', 'Shore')",#VALUE!,Shore,,,"Shore, "
Shostakovich,1906,1975,Russian Federation,Male,Shostakovich Dmitri ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Shostakovich', 1906, 1975, 'Russian Federation', 'Male', 'Shostakovich Dmitri ')",#VALUE!,Shostakovich,Dmitri,,"Shostakovich, Dmitri"
SibeliusJ,1865,1957,Finland,Male,SibeliusJ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('SibeliusJ', 1865, 1957, 'Finland', 'Male', 'SibeliusJ')",#VALUE!,SibeliusJ,,,"SibeliusJ, "
Sicilianos,1920,2005,Greece,Male,Sicilianos,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sicilianos', 1920, 2005, 'Greece', 'Male', 'Sicilianos')",#VALUE!,Sicilianos,,,"Sicilianos, "
Sidelnikov,1930,1992,Russian Federation,Male,Sidelnikov,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sidelnikov', 1930, 1992, 'Russian Federation', 'Male', 'Sidelnikov')",#VALUE!,Sidelnikov,,,"Sidelnikov, "
Siebert,1931,2011,Germany,Male,Siebert Wilhelm Dieter,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Siebert', 1931, 2011, 'Germany', 'Male', 'Siebert Wilhelm Dieter')",#VALUE!,Siebert,Wilhelm,Dieter,"Siebert, Wilhelm Dieter"
Sikora,1944,,Poland,Female,Sikora,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sikora', 1944, 'Poland', 'Female', 'Sikora')",#VALUE!,Sikora,,,"Sikora, "
Simon,1945,,United States of America,Female,Simon Anton ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Simon', 1945, 'United States of America', 'Female', 'Simon Anton ')",#VALUE!,Simon,Anton,,"Simon, Anton"
Simoni,1972,,Italy,Male,Simoni,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Simoni', 1972, 'Italy', 'Male', 'Simoni')",#VALUE!,Simoni,,,"Simoni, "
SimonsMarijn,1982,,Netherlands,Male,SimonsMarijn,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('SimonsMarijn', 1982, 'Netherlands', 'Male', 'SimonsMarijn')",#VALUE!,SimonsMarijn,,,"SimonsMarijn, "
SimpsonM,1988,,United Kingdom,Male,SimpsonM,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('SimpsonM', 1988, 'United Kingdom', 'Male', 'SimpsonM')",#VALUE!,SimpsonM,,,"SimpsonM, "
Singer Pavel,1962,,Russian Federation,Male,Singer Pavel,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Singer Pavel', 1962, 'Russian Federation', 'Male', 'Singer Pavel')",#VALUE!,Singer,Pavel,,"Singer, Pavel"
Singier,1954,,France,Male,Singier,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Singier', 1954, 'France', 'Male', 'Singier')",#VALUE!,Singier,,,"Singier, "
Skender,1981,,Croatia,Male,Skender,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Skender', 1981, 'Croatia', 'Male', 'Skender')",#VALUE!,Skender,,,"Skender, "
Skoryk,1938,,Ukraine,Male,Skoryk,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Skoryk', 1938, 'Ukraine', 'Male', 'Skoryk')",#VALUE!,Skoryk,,,"Skoryk, "
Skovmand,1969,,Denmark,Female,Skovmand,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Skovmand', 1969, 'Denmark', 'Female', 'Skovmand')",#VALUE!,Skovmand,,,"Skovmand, "
Skultes,1905,1976,Latvia,Male,Skultes,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Skultes', 1905, 1976, 'Latvia', 'Male', 'Skultes')",#VALUE!,Skultes,,,"Skultes, "
Smareglia Antonio,1854,1929,Italy,Male,Smareglia Antonio Antonio,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Smareglia Antonio', 1854, 1929, 'Italy', 'Male', 'Smareglia Antonio Antonio')",#VALUE!,Smareglia,Antonio,Antonio,"Smareglia, Antonio Antonio"
Smelkov,1950,,Russian Federation,Male,Smelkov,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Smelkov', 1950, 'Russian Federation', 'Male', 'Smelkov')",#VALUE!,Smelkov,,,"Smelkov, "
Smetana,1824,1884,Czech Republic,Male,Smetana Bedrich ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Smetana', 1824, 1884, 'Czech Republic', 'Male', 'Smetana Bedrich ')",#VALUE!,Smetana,Bedrich,,"Smetana, Bedrich"
Smolka,1959,,Czech Republic,Male,Smolka,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Smolka', 1959, 'Czech Republic', 'Male', 'Smolka')",#VALUE!,Smolka,,,"Smolka, "
Smolsky,1937,,Belarus,Male,Smolsky,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Smolsky', 1937, 'Belarus', 'Male', 'Smolsky')",#VALUE!,Smolsky,,,"Smolsky, "
Smyth,1858,1944,United Kingdom,Female,Smyth0,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Smyth', 1858, 1944, 'United Kingdom', 'Female', 'Smyth0')",#VALUE!,Smyth0,,,"Smyth0, "
Sokolovic,1968,,Serbia,Female,Sokolovic,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sokolovic', 1968, 'Serbia', 'Female', 'Sokolovic')",#VALUE!,Sokolovic,,,"Sokolovic, "
Solbiati,1956,,Italy,Male,Solbiati,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Solbiati', 1956, 'Italy', 'Male', 'Solbiati')",#VALUE!,Solbiati,,,"Solbiati, "
Sollima Giovanni,1962,,Italy,Male,Sollima Giovanni,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sollima Giovanni', 1962, 'Italy', 'Male', 'Sollima Giovanni')",#VALUE!,Sollima,Giovanni,,"Sollima, Giovanni"
Soluri Patrick,1975,,United States of America,Male,Soluri Patrick,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Soluri Patrick', 1975, 'United States of America', 'Male', 'Soluri Patrick')",#VALUE!,Soluri,Patrick,,"Soluri, Patrick"
Somers,1925,1999,Canada,Male,Somers Harry Stewart,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Somers', 1925, 1999, 'Canada', 'Male', 'Somers Harry Stewart')",#VALUE!,Somers,Harry,Stewart,"Somers, Harry Stewart"
Sommer,1837,1922,Germany,Male,Sommer,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sommer', 1837, 1922, 'Germany', 'Male', 'Sommer')",#VALUE!,Sommer,,,"Sommer, "
Sommerro,1952,,Norway,Male,Sommerro,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sommerro', 1952, 'Norway', 'Male', 'Sommerro')",#VALUE!,Sommerro,,,"Sommerro, "
Sonenberg,1970,,United States of America,Male,Sonenberg,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sonenberg', 1970, 'United States of America', 'Male', 'Sonenberg')",#VALUE!,Sonenberg,,,"Sonenberg, "
Sorozabal,1897,1988,Spain,Male,Sorozabal,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Sorozabal', 1897, 1988, 'Spain', 'Male', 'Sorozabal')",#VALUE!,Sorozabal,,,"Sorozabal, "
Sosa Jorge,,,Mexico,Male,Sosa Jorge,"insert into composers (name, place_of_birth, gender, other_names) values ('Sosa Jorge', 'Mexico', 'Male', 'Sosa Jorge')",#VALUE!,Sosa,Jorge,,"Sosa, Jorge"
Sotelo,1961,,Spain,Male,Sotelo,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sotelo', 1961, 'Spain', 'Male', 'Sotelo')",#VALUE!,Sotelo,,,"Sotelo, "
Soutullo,1884,1932,Spain,Male,Soutullo,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Soutullo', 1884, 1932, 'Spain', 'Male', 'Soutullo')",#VALUE!,Soutullo,,,"Soutullo, "
Spadavecchia,1907,1988,Ukraine,Male,Spadavecchia Antonio ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Spadavecchia', 1907, 1988, 'Ukraine', 'Male', 'Spadavecchia Antonio ')",#VALUE!,Spadavecchia,Antonio,,"Spadavecchia, Antonio"
Sparr,1975,,United States of America,Male,Sparr,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sparr', 1975, 'United States of America', 'Male', 'Sparr')",#VALUE!,Sparr,,,"Sparr, "
Spears,1977,,United States of America,Male,Spears,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Spears', 1977, 'United States of America', 'Male', 'Spears')",#VALUE!,Spears,,,"Spears, "
Spendiaryan,1871,1928,Armenia,Male,Spendiaryan,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Spendiaryan', 1871, 1928, 'Armenia', 'Male', 'Spendiaryan')",#VALUE!,Spendiaryan,,,"Spendiaryan, "
Spohr,1784,1859,Germany,Male,Spohr Louis ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Spohr', 1784, 1859, 'Germany', 'Male', 'Spohr Louis ')",#VALUE!,Spohr,Louis,,"Spohr, Louis"
Spoliansky Misha,1898,1985,Russian Federation,Male,Spoliansky Misha,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Spoliansky Misha', 1898, 1985, 'Russian Federation', 'Male', 'Spoliansky Misha')",#VALUE!,Spoliansky,Misha,,"Spoliansky, Misha"
Spontini,1774,1851,Italy,Male,Spontini Gaspare ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Spontini', 1774, 1851, 'Italy', 'Male', 'Spontini Gaspare ')",#VALUE!,Spontini,Gaspare,,"Spontini, Gaspare"
Srnka,1975,,Czech Republic,Male,Srnka,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Srnka', 1975, 'Czech Republic', 'Male', 'Srnka')",#VALUE!,Srnka,,,"Srnka, "
Stabler,1949,,Germany,Male,Stabler,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Stabler', 1949, 'Germany', 'Male', 'Stabler')",#VALUE!,Stabler,,,"Stabler, "
Stanczyk,1977,,Poland,Male,Stanczyk,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Stanczyk', 1977, 'Poland', 'Male', 'Stanczyk')",#VALUE!,Stanczyk,,,"Stanczyk, "
Statkowski,1859,1925,Poland,Male,Statkowski Roman,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Statkowski', 1859, 1925, 'Poland', 'Male', 'Statkowski Roman')",#VALUE!,Statkowski,Roman,,"Statkowski, Roman"
Staud,1974,,Austria,Male,Staud,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Staud', 1974, 'Austria', 'Male', 'Staud')",#VALUE!,Staud,,,"Staud, "
Stefani,1746,1829,Poland,Male,Stefani Jan,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Stefani', 1746, 1829, 'Poland', 'Male', 'Stefani Jan')",#VALUE!,Stefani,Jan,,"Stefani, Jan"
Steffani,1654,1728,Italy,Male,Steffani,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Steffani', 1654, 1728, 'Italy', 'Male', 'Steffani')",#VALUE!,Steffani,,,"Steffani, "
Stemann,1968,,Germany,Male,Stemann,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Stemann', 1968, 'Germany', 'Male', 'Stemann')",#VALUE!,Stemann,,,"Stemann, "
Stockhausen,1928,2007,Germany,Male,Stockhausen Karlheinz,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Stockhausen', 1928, 2007, 'Germany', 'Male', 'Stockhausen Karlheinz')",#VALUE!,Stockhausen,Karlheinz,,"Stockhausen, Karlheinz"
Stojkov,1941,,"Macedonia, Republic of",Male,Stojkov,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Stojkov', 1941, 'Macedonia, Republic of', 'Male', 'Stojkov')",#VALUE!,Stojkov,,,"Stojkov, "
Stokes,1966,,Canada,Male,Stokes Eric ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Stokes', 1966, 'Canada', 'Male', 'Stokes Eric ')",#VALUE!,Stokes,Eric,,"Stokes, Eric"
Stolz,1880,1975,Austria,Male,Stolz Robert ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Stolz', 1880, 1975, 'Austria', 'Male', 'Stolz Robert ')",#VALUE!,Stolz,Robert,,"Stolz, Robert"
Stradella,1642,1682,Italy,Male,Stradella Alessandro,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Stradella', 1642, 1682, 'Italy', 'Male', 'Stradella Alessandro')",#VALUE!,Stradella,Alessandro,,"Stradella, Alessandro"
Strasnoy,1970,,France,Male,Strasnoy,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Strasnoy', 1970, 'France', 'Male', 'Strasnoy')",#VALUE!,Strasnoy,,,"Strasnoy, "
Straus,1870,1954,Austria,Male,Straus Oscar,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Straus', 1870, 1954, 'Austria', 'Male', 'Straus Oscar')",#VALUE!,Straus,Oscar,,"Straus, Oscar"
StraussJ,1825,1899,Austria,Male,StraussJ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('StraussJ', 1825, 1899, 'Austria', 'Male', 'StraussJ')",#VALUE!,StraussJ,,,"StraussJ, "
StraussR,1864,1949,Germany,Male,StraussR,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('StraussR', 1864, 1949, 'Germany', 'Male', 'StraussR')",#VALUE!,StraussR,,,"StraussR, "
Stravinsky,1882,1971,Russian Federation,Male,Stravinsky Igor Fyodorovich,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Stravinsky', 1882, 1971, 'Russian Federation', 'Male', 'Stravinsky Igor Fyodorovich')",#VALUE!,Stravinsky,Igor,Fyodorovich,"Stravinsky, Igor Fyodorovich"
Strelnikov,1888,1939,Russian Federation,Male,Strelnikov Nikolai,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Strelnikov', 1888, 1939, 'Russian Federation', 'Male', 'Strelnikov Nikolai')",#VALUE!,Strelnikov,Nikolai,,"Strelnikov, Nikolai"
Streul,1941,,Germany,Male,Streul,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Streul', 1941, 'Germany', 'Male', 'Streul')",#VALUE!,Streul,,,"Streul, "
Strobl,1949,,Austria,Male,Strobl,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Strobl', 1949, 'Austria', 'Male', 'Strobl')",#VALUE!,Strobl,,,"Strobl, "
Styles Luke,1983,,Australia,Male,Styles Luke,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Styles Luke', 1983, 'Australia', 'Male', 'Styles Luke')",#VALUE!,Styles,Luke,,"Styles, Luke"
Sucharitkul,1952,,Thailand,Male,Sucharitkul,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sucharitkul', 1952, 'Thailand', 'Male', 'Sucharitkul')",#VALUE!,Sucharitkul,,,"Sucharitkul, "
Suchon,1908,1993,Slovakia,Male,Suchon Eugen,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Suchon', 1908, 1993, 'Slovakia', 'Male', 'Suchon Eugen')",#VALUE!,Suchon,Eugen,,"Suchon, Eugen"
Sung Stella,1957,,United States of America,Female,Sung Stella,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Sung Stella', 1957, 'United States of America', 'Female', 'Sung Stella')",#VALUE!,Sung,Stella,,"Sung, Stella"
Suppe,1819,1895,Austria,Male,Suppe,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Suppe', 1819, 1895, 'Austria', 'Male', 'Suppe')",#VALUE!,Suppe,,,"Suppe, "
Swados,1951,,United States of America,Female,Swados,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Swados', 1951, 'United States of America', 'Female', 'Swados')",#VALUE!,Swados,,,"Swados, "
Szirmai,1880,1967,Hungary,Male,Szirmai,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Szirmai', 1880, 1967, 'Hungary', 'Male', 'Szirmai')",#VALUE!,Szirmai,,,"Szirmai, "
Szokolay,1931,2013,Hungary,Male,Szokolay Sándor,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Szokolay', 1931, 2013, 'Hungary', 'Male', 'Szokolay Sándor')",#VALUE!,Szokolay,Sándor,,"Szokolay, Sándor"
Szymanowski,1882,1937,Poland,Male,Szymanowski Karol ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Szymanowski', 1882, 1937, 'Poland', 'Male', 'Szymanowski Karol ')",#VALUE!,Szymanowski,Karol,,"Szymanowski, Karol"
Szymanski,1954,,Poland,Male,Szymanski,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Szymanski', 1954, 'Poland', 'Male', 'Szymanski')",#VALUE!,Szymanski,,,"Szymanski, "
Tabachnik Michel,1942,,Switzerland,Male,Tabachnik Michel,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Tabachnik Michel', 1942, 'Switzerland', 'Male', 'Tabachnik Michel')",#VALUE!,Tabachnik,Michel,,"Tabachnik, Michel"
